Instance,Income
125284,191416.6632
125285,127402.7251
125286,106392.5205
125287,121536.8263
125288,179598.563
125289,205598.4821
125290,121078.3615
125291,53511.41372
125292,124950.409
125293,85776.39934
125294,99236.68665
125295,105705.1005
125296,127365.5558
125297,78346.83125
125298,52434.13701
125299,64148.80195
125300,82131.04089
125301,88050.22454
125302,58940.69863
125303,98126.8293
125304,132353.7151
125305,175840.671
125306,84927.40764
125307,104913.517
125308,149469.8403
125309,180684.7568
125310,150720.2074
125311,79392.54233
125312,111275.7056
125313,144948.5805
125314,168323.234
125315,9322.851607
125316,183692.8782
125317,96886.03789
125318,61135.80705
125319,54407.48166
125320,140810.671
125321,118457.11
125322,118188.9478
125323,149957.7697
125324,62868.71201
125325,146596.9032
125326,63331.92599
125327,65258.56545
125328,94943.86401
125329,62729.29979
125330,159000.9722
125331,142676.3369
125332,157045.788
125333,34169.31323
125334,86805.60829
125335,76416.5824
125336,182040.6538
125337,60250.12912
125338,165955.7931
125339,98439.46622
125340,92340.02797
125341,6449.957187
125342,143125.6912
125343,87630.53273
125344,72950.2225
125345,166204.0271
125346,104936.7357
125347,137570.6731
125348,222997.6736
125349,136476.746
125350,96355.04869
125351,165821.0279
125352,95403.03155
125353,131493.5722
125354,112940.5791
125355,165407.4242
125356,132781.9209
125357,170780.1905
125358,90085.70486
125359,67926.69133
125360,53669.57256
125361,100054.291
125362,211054.1951
125363,75428.20005
125364,115510.2025
125365,55120.57059
125366,139841.3683
125367,91078.85556
125368,24783.72634
125369,165049.3016
125370,135776.9573
125371,127752.4273
125372,124259.1193
125373,89343.71327
125374,38829.22666
125375,111938.4241
125376,123072.8574
125377,168313.5183
125378,150250.2322
125379,83812.27679
125380,132319.0138
125381,205968.2681
125382,68535.63425
125383,137520.7305
125384,129815.4089
125385,123436.4361
125386,81036.44754
125387,120689.3602
125388,58314.25187
125389,85586.7789
125390,174095.3069
125391,155916.8704
125392,80145.26212
125393,81236.48669
125394,95671.25516
125395,138195.8356
125396,152030.2325
125397,216613.3969
125398,162263.6105
125399,32271.33077
125400,100380.8054
125401,165343.4968
125402,138774.9694
125403,101901.4389
125404,66638.35216
125405,38079.80819
125406,136671.4109
125407,79339.62726
125408,133371.5253
125409,62761.9346
125410,92048.16767
125411,72483.82683
125412,49160.54411
125413,42850.73451
125414,191752.2984
125415,110946.3305
125416,126392.725
125417,99817.28208
125418,127884.0703
125419,126085.8173
125420,133499.4897
125421,148261.8739
125422,66211.52978
125423,136427.9557
125424,118377.3939
125425,116658.0599
125426,165391.8339
125427,111209.0572
125428,38615.85449
125429,158925.444
125430,279421.2729
125431,41029.10958
125432,150745.2126
125433,163484.8704
125434,125794.645
125435,23177.69959
125436,125289.4739
125437,112615.8601
125438,136025.3506
125439,158091.6932
125440,67855.39084
125441,-75.14371521
125442,128091.0332
125443,124856.8989
125444,130508.796
125445,126320.1475
125446,87693.80437
125447,184908.1766
125448,134357.3049
125449,96757.68906
125450,55570.6999
125451,110888.1526
125452,119239.449
125453,98600.86457
125454,94085.29845
125455,79169.20264
125456,59304.5733
125457,161561.2702
125458,125228.1457
125459,74637.68014
125460,153702.6692
125461,101976.1504
125462,182235.2003
125463,49044.18724
125464,129674.555
125465,67438.91569
125466,79625.90109
125467,38412.51272
125468,109164.3501
125469,99668.3997
125470,111326.1247
125471,110184.6042
125472,79104.64077
125473,114801.6249
125474,177260.9487
125475,156051.634
125476,96524.9758
125477,102381.375
125478,62529.30538
125479,190759.3013
125480,78550.09971
125481,51550.50585
125482,52606.21191
125483,85522.88893
125484,84287.54336
125485,61808.51299
125486,97749.22704
125487,84253.39451
125488,79153.67801
125489,64445.22669
125490,100500.3964
125491,147268.6788
125492,174798.8391
125493,40777.04777
125494,186453.2005
125495,135165.677
125496,91001.59415
125497,126499.5263
125498,200476.9459
125499,155290.1704
125500,39770.92308
125501,174255.6112
125502,100077.2922
125503,101468.0727
125504,87253.10935
125505,39863.57513
125506,80833.96823
125507,133810.0422
125508,169655.0694
125509,89841.82769
125510,101694.2583
125511,112893.9877
125512,125639.2782
125513,181059.9065
125514,54890.15463
125515,128478.6475
125516,122536.0829
125517,134853.5975
125518,60565.94665
125519,10315.67909
125520,76117.80923
125521,91302.44715
125522,155015.2314
125523,139106.9226
125524,92047.57689
125525,29643.67294
125526,61065.88507
125527,131996.8666
125528,177446.8524
125529,165156.1182
125530,53410.88221
125531,56129.89113
125532,25691.83834
125533,19084.45067
125534,46755.15339
125535,44050.95348
125536,181669.8634
125537,121620.3417
125538,120455.8279
125539,160512.6858
125540,195603.4728
125541,170737.1012
125542,150373.434
125543,127678.3696
125544,65892.99905
125545,167853.7242
125546,104776.8157
125547,131880.5813
125548,187848.831
125549,137364.4329
125550,130782.3969
125551,78359.65176
125552,61124.0978
125553,104106.8552
125554,106394.5004
125555,131846.4232
125556,110929.3665
125557,109497.773
125558,118446.628
125559,149123.0279
125560,93564.83728
125561,115981.7942
125562,106018.2117
125563,112203.4377
125564,134123.1827
125565,111756.6301
125566,156683.5527
125567,97184.17898
125568,38813.87445
125569,147872.0593
125570,141178.8579
125571,161692.8861
125572,118405.7639
125573,98156.13179
125574,116388.5608
125575,55998.51184
125576,55477.73962
125577,195589.94
125578,127447.2762
125579,104377.0393
125580,95011.96512
125581,78867.32332
125582,96401.97952
125583,111012.4777
125584,130810.3509
125585,89797.76039
125586,164620.9951
125587,94031.25324
125588,169217.0101
125589,88452.78622
125590,8382.083915
125591,42711.3318
125592,88463.34542
125593,92114.8895
125594,149751.3645
125595,152838.1847
125596,113865.5944
125597,102502.6901
125598,109326.2991
125599,121710.5412
125600,127639.7377
125601,140313.3002
125602,128319.7183
125603,90346.36387
125604,118989.8146
125605,69806.07776
125606,234237.8228
125607,136346.2777
125608,39525.42567
125609,187278.7045
125610,75996.91919
125611,76630.28209
125612,26269.45649
125613,106531.9542
125614,91823.81525
125615,17622.22937
125616,153307.9107
125617,57078.71481
125618,122188.6499
125619,156998.3844
125620,128926.9796
125621,145863.369
125622,148026.8325
125623,109513.4389
125624,100704.6881
125625,119835.9392
125626,208272.2016
125627,55610.26087
125628,106337.192
125629,138505.8058
125630,74963.87063
125631,136408.1864
125632,50352.00382
125633,145946.6858
125634,132563.1492
125635,198711.2328
125636,138454.4428
125637,83722.92801
125638,136937.108
125639,114642.7774
125640,114114.8519
125641,71817.36665
125642,128828.0749
125643,73323.93359
125644,54160.41434
125645,64188.1344
125646,112622.8184
125647,54613.34279
125648,89575.29491
125649,71722.1858
125650,69129.55945
125651,98005.46149
125652,143057.015
125653,72619.86957
125654,78142.69301
125655,177699.3534
125656,49670.60745
125657,108639.1161
125658,125602.6879
125659,120819.2657
125660,179835.3238
125661,79514.69752
125662,159874.0724
125663,12647.319
125664,97308.59201
125665,95580.97729
125666,60163.46408
125667,129995.1762
125668,112861.7154
125669,109596.5902
125670,110109.598
125671,121757.7879
125672,53151.74784
125673,49783.6281
125674,163127.1715
125675,213298.6949
125676,22471.30422
125677,166651.7141
125678,68066.79253
125679,80069.30148
125680,60525.86315
125681,248313.2585
125682,137979.2803
125683,66749.03772
125684,169711.5457
125685,97145.55309
125686,103826.8101
125687,109684.2701
125688,139280.3167
125689,165738.9747
125690,140478.3077
125691,56709.68676
125692,136090.1212
125693,108180.2408
125694,155423.5677
125695,188581.4172
125696,119436.5647
125697,70252.50717
125698,16892.86405
125699,140488.8073
125700,100434.7599
125701,136835.2637
125702,86125.15919
125703,102292.7789
125704,130083.7449
125705,102882.1592
125706,54887.19143
125707,72373.89238
125708,103359.1751
125709,97182.89927
125710,33253.88477
125711,173854.1005
125712,63032.55994
125713,155269.3609
125714,144512.5309
125715,99509.06053
125716,152196.2805
125717,130199.2593
125718,53054.80224
125719,166812.2751
125720,207295.368
125721,127971.6191
125722,170686.2884
125723,93929.65183
125724,108002.1117
125725,136256.8783
125726,96054.19136
125727,157165.3343
125728,90866.9321
125729,108439.1977
125730,167648.8906
125731,119751.323
125732,99026.82049
125733,95777.74262
125734,230819.3438
125735,159987.9637
125736,78481.61744
125737,82693.34849
125738,163947.1627
125739,63889.95423
125740,71275.97581
125741,64026.3313
125742,141179.0395
125743,83835.42065
125744,91828.4626
125745,48555.52297
125746,94059.74762
125747,52249.07591
125748,109677.7889
125749,154505.3806
125750,60325.28311
125751,132465.0511
125752,126951.0183
125753,59058.42518
125754,112224.7731
125755,103704.8659
125756,116338.6575
125757,110451.4619
125758,108814.5003
125759,81212.50285
125760,97096.15116
125761,2328.093326
125762,118889.6106
125763,81573.69524
125764,78831.22596
125765,123851.4343
125766,81782.59786
125767,119541.2789
125768,71930.26041
125769,169403.1656
125770,108877.1219
125771,149249.8869
125772,145358.6207
125773,181796.7667
125774,114583.9828
125775,123837.0816
125776,67690.37395
125777,84295.55034
125778,107481.839
125779,74207.37154
125780,154716.7076
125781,93612.56048
125782,54657.32183
125783,74786.02032
125784,114851.7712
125785,106094.1544
125786,199896.8147
125787,114806.3073
125788,108979.7499
125789,102573.3633
125790,151443.1091
125791,47908.0454
125792,54911.20082
125793,128668.1825
125794,116186.4102
125795,107543.3552
125796,72512.80806
125797,35841.43915
125798,-16943.84028
125799,83555.03123
125800,91631.57495
125801,141645.2859
125802,56120.72554
125803,109445.9908
125804,66629.2661
125805,73481.22684
125806,217918.9624
125807,134988.523
125808,161128.4658
125809,50948.25995
125810,107268.7984
125811,22707.25921
125812,199031.2382
125813,125188.2607
125814,165336.8253
125815,61311.4885
125816,92092.5023
125817,71122.44913
125818,187029.4614
125819,128530.371
125820,61833.45388
125821,147731.5858
125822,119106.4565
125823,153606.4425
125824,153457.018
125825,78962.20983
125826,158586.0828
125827,209330.3106
125828,83190.24276
125829,88439.44627
125830,119910.1896
125831,100793.8141
125832,86412.9739
125833,100656.5945
125834,93009.63352
125835,89843.54691
125836,177844.7238
125837,197881.4368
125838,135516.4375
125839,52401.23681
125840,160585.1509
125841,147956.9926
125842,60883.31096
125843,154875.7813
125844,43770.05654
125845,85597.13693
125846,110118.274
125847,101381.6706
125848,87309.74992
125849,47157.18633
125850,89753.76897
125851,102412.5591
125852,62463.8813
125853,97082.72228
125854,157741.5356
125855,144290.3652
125856,46529.06556
125857,111131.3002
125858,116728.6063
125859,121735.0664
125860,137545.3541
125861,125799.0246
125862,97096.57464
125863,64879.85538
125864,51641.85499
125865,168702.3873
125866,100264.3399
125867,66150.18131
125868,89865.30107
125869,126210.6661
125870,87741.48195
125871,41959.71831
125872,131817.2385
125873,107774.7377
125874,52317.09098
125875,123560.5971
125876,141879.2082
125877,122102.8008
125878,89986.61726
125879,122521.4567
125880,87934.70211
125881,78515.93635
125882,93769.07492
125883,47877.34323
125884,75731.56215
125885,127498.271
125886,103055.0459
125887,47383.93891
125888,106932.6689
125889,82749.00413
125890,179358.5135
125891,106701.3296
125892,128764.1029
125893,176845.2598
125894,88911.25967
125895,96702.03858
125896,77448.12244
125897,92714.57425
125898,131053.7599
125899,95017.76057
125900,56101.01083
125901,66324.83816
125902,120875.8487
125903,78615.06958
125904,124209.5429
125905,50565.18255
125906,153056.153
125907,141275.1344
125908,62942.62356
125909,96513.79965
125910,110237.5285
125911,115437.2494
125912,148446.6695
125913,107656.2218
125914,97457.49866
125915,68550.26844
125916,70244.65393
125917,191377.5209
125918,80187.6694
125919,58781.40931
125920,145999.2791
125921,152461.3412
125922,111282.0555
125923,179999.5878
125924,102924.4286
125925,165480.5544
125926,89335.57249
125927,141054.5265
125928,133806.8919
125929,57154.74343
125930,143044.5146
125931,103092.4402
125932,93208.84222
125933,21116.08406
125934,123375.4498
125935,147851.693
125936,30031.71306
125937,138693.5671
125938,93655.718
125939,100470.1258
125940,161544.6222
125941,86038.41326
125942,49334.94211
125943,100097.1619
125944,107703.9414
125945,67812.25532
125946,114937.1531
125947,90136.99653
125948,178162.868
125949,144221.7763
125950,35828.98372
125951,53920.13868
125952,68303.08128
125953,56734.84241
125954,58333.03119
125955,87461.26758
125956,88349.39704
125957,95495.10772
125958,158430.4612
125959,136533.6381
125960,141227.457
125961,86318.69664
125962,95575.24077
125963,94136.06076
125964,-14999.48699
125965,132700.3709
125966,100816.6103
125967,35726.10659
125968,120806.297
125969,100107.5915
125970,97002.25645
125971,163086.4891
125972,105826.5081
125973,165624.7742
125974,83170.28292
125975,197565.0004
125976,161319.8583
125977,133374.8719
125978,119478.1314
125979,42166.68866
125980,138353.5293
125981,100197.6967
125982,57857.97745
125983,89616.34538
125984,142030.6074
125985,9842.20499
125986,106749.9277
125987,88418.4679
125988,99150.68942
125989,51189.89482
125990,105543.2519
125991,18435.22347
125992,77453.81976
125993,124287.5274
125994,108457.0836
125995,154892.3912
125996,165205.029
125997,127487.2579
125998,170722.6061
125999,107027.5186
126000,93086.06139
126001,69890.78979
126002,168634.4513
126003,184218.5886
126004,151464.9925
126005,49457.96986
126006,90857.73148
126007,95925.47637
126008,98363.1169
126009,135310.8216
126010,43181.98397
126011,137021.8654
126012,106772.3025
126013,103590.6103
126014,128825.4934
126015,81382.22862
126016,43306.40593
126017,96536.32247
126018,68761.0084
126019,111942.3115
126020,48048.83602
126021,102664.0905
126022,38742.74515
126023,39192.44431
126024,161562.8179
126025,86328.28582
126026,90417.592
126027,51783.21527
126028,100929.2477
126029,54158.05927
126030,27410.63966
126031,177905.3545
126032,120370.3214
126033,72708.94346
126034,80243.99744
126035,138622.0741
126036,94535.79712
126037,44253.06052
126038,139342.3749
126039,103695.0981
126040,190405.6331
126041,43107.44434
126042,82290.41777
126043,139708.7822
126044,140463.2381
126045,119847.5204
126046,137713.8961
126047,94030.99256
126048,91564.95604
126049,129602.5571
126050,138241.6213
126051,106970.1517
126052,197596.0501
126053,70883.52366
126054,153402.5837
126055,58350.32047
126056,109700.444
126057,47474.82311
126058,104314.9731
126059,117662.51
126060,78904.98467
126061,65652.61141
126062,122493.7407
126063,72842.21318
126064,135888.4223
126065,128605.2497
126066,76094.35592
126067,151941.7507
126068,135522.5609
126069,166902.8313
126070,45407.91724
126071,78075.31084
126072,155191.1276
126073,107732.801
126074,29408.7201
126075,84380.2936
126076,118517.0572
126077,90756.79438
126078,75706.56758
126079,94477.74827
126080,106699.1546
126081,84856.16658
126082,135321.8619
126083,44937.4648
126084,122840.6754
126085,98404.8912
126086,169093.7449
126087,70394.25784
126088,159531.7794
126089,78243.86338
126090,180031.2466
126091,36949.80766
126092,71406.2309
126093,108248.0689
126094,133424.2588
126095,106528.6147
126096,72740.07795
126097,118058.2007
126098,60017.77552
126099,145946.6722
126100,105543.5093
126101,56522.61945
126102,79234.62211
126103,124928.1701
126104,93656.9858
126105,104075.4988
126106,119681.3733
126107,156349.8668
126108,128422.9003
126109,165948.108
126110,144518.5291
126111,120197.8571
126112,104243.5199
126113,130644.6323
126114,73261.23733
126115,188198.3679
126116,121721.506
126117,101319.9825
126118,162617.6214
126119,207637.0064
126120,96025.15781
126121,114882.8086
126122,88560.6587
126123,102793.7899
126124,108668.964
126125,73711.55575
126126,140007.9757
126127,100667.3537
126128,95220.4695
126129,128492.4969
126130,27533.01692
126131,151827.5008
126132,164179.6301
126133,160964.4289
126134,132944.6167
126135,67342.71235
126136,119164.9215
126137,57341.82916
126138,110854.2426
126139,125378.1735
126140,59885.45629
126141,59026.60979
126142,66709.32552
126143,99712.37204
126144,121769.6974
126145,132132.7351
126146,90094.70444
126147,102834.9921
126148,87633.59721
126149,148234.5328
126150,81465.05436
126151,108691.849
126152,112437.2908
126153,103450.6773
126154,173218.2594
126155,153945.0254
126156,90806.7159
126157,56431.43854
126158,174867.8666
126159,98348.40888
126160,113119.2745
126161,119549.0917
126162,37275.32369
126163,70624.65776
126164,130519.6916
126165,114769.5011
126166,210743.3076
126167,113316.3841
126168,122094.9461
126169,137878.3119
126170,116108.9815
126171,140348.387
126172,88942.19634
126173,102117.4006
126174,92563.26811
126175,165161.0091
126176,70613.09126
126177,172005.1004
126178,64378.75959
126179,90394.30072
126180,87937.24257
126181,128521.997
126182,117741.3191
126183,41454.04755
126184,28782.11174
126185,108919.6111
126186,92811.25356
126187,52019.7016
126188,93401.38356
126189,133543.868
126190,119946.0965
126191,122073.0237
126192,101838.8842
126193,107277.7446
126194,164960.9855
126195,122396.3374
126196,127878.4652
126197,77345.25207
126198,112448.4741
126199,179283.479
126200,162159.7388
126201,116125.3458
126202,180835.52
126203,89130.74981
126204,64158.56318
126205,185174.2429
126206,121437.6622
126207,144853.6266
126208,97317.78472
126209,161563.8164
126210,57134.31327
126211,113462.5037
126212,154728.1046
126213,148724.655
126214,124446.8875
126215,100239.149
126216,119808.6855
126217,171101.3155
126218,122939.485
126219,48666.40071
126220,85093.70308
126221,117651.3114
126222,112499.1758
126223,155542.7693
126224,90002.15365
126225,147941.4077
126226,124324.6555
126227,118647.5157
126228,100065.7273
126229,207898.087
126230,185129.4214
126231,30486.42106
126232,61272.83266
126233,85605.2226
126234,92548.54449
126235,130074.2938
126236,91163.57879
126237,126762.1836
126238,89387.89113
126239,153535.4581
126240,91024.49729
126241,26824.87054
126242,56522.64205
126243,75177.53868
126244,227273.6813
126245,49794.64694
126246,113824.8838
126247,65822.14926
126248,111413.6816
126249,88479.12635
126250,112097.9822
126251,130109.0553
126252,147753.0914
126253,65873.8902
126254,143120.181
126255,62653.69055
126256,147412.4707
126257,130363.7657
126258,134135.4361
126259,33403.86225
126260,73689.13845
126261,147672.0711
126262,138464.4519
126263,159831.0534
126264,198180.2011
126265,122423.2373
126266,118023.3828
126267,108919.9108
126268,108119.0121
126269,193509.8404
126270,96863.09379
126271,143866.6104
126272,129990.4178
126273,13115.09683
126274,70104.16678
126275,127441.2844
126276,116486.1194
126277,111340.2483
126278,156663.6651
126279,107849.5158
126280,24288.04506
126281,98677.50529
126282,82019.3757
126283,90717.04601
126284,96763.56117
126285,113173.5219
126286,157919.039
126287,65549.1994
126288,37019.9766
126289,62158.47659
126290,90587.11518
126291,168465.2314
126292,85350.23981
126293,128437.3005
126294,101295.2196
126295,130038.2962
126296,156849.0862
126297,99987.70238
126298,89404.73466
126299,75179.07293
126300,86704.31133
126301,145117.4471
126302,136094.6408
126303,159825.4243
126304,113151.4759
126305,132457.9311
126306,83097.93136
126307,151512.1365
126308,143830.7989
126309,61308.57001
126310,89229.13084
126311,135944.6658
126312,103739.6355
126313,19792.66214
126314,121016.5211
126315,14929.51566
126316,57216.05838
126317,99025.69574
126318,128183.0289
126319,108532.4658
126320,123049.425
126321,112115.0949
126322,143306.9692
126323,131449.5121
126324,73550.49039
126325,98584.26176
126326,79399.20303
126327,125939.7793
126328,65764.68969
126329,65363.86812
126330,101840.4212
126331,201894.2546
126332,113711.4599
126333,98124.61304
126334,96411.63485
126335,24395.46826
126336,129054.081
126337,146682.4217
126338,143808.4528
126339,196670.8422
126340,56217.23749
126341,109775.7584
126342,97009.42858
126343,133099.2875
126344,67261.53385
126345,112716.8536
126346,109879.8018
126347,127449.3775
126348,120930.0503
126349,103094.303
126350,43065.27776
126351,37021.27606
126352,193631.8281
126353,39346.63049
126354,116415.3295
126355,106973.8792
126356,88947.11115
126357,52949.21142
126358,60853.41383
126359,160197.8436
126360,140181.4967
126361,98509.78977
126362,96633.16892
126363,115531.3502
126364,79258.25211
126365,103511.4833
126366,196110.152
126367,68624.2057
126368,150465.4888
126369,62189.62482
126370,113114.5409
126371,40284.07813
126372,67692.31188
126373,56250.39349
126374,144120.8187
126375,104281.1229
126376,162024.2775
126377,150828.4728
126378,98237.70254
126379,182775.2459
126380,140975.7238
126381,69459.28779
126382,128433.7613
126383,157589.4788
126384,111747.7159
126385,77043.9667
126386,43497.18199
126387,122520.9258
126388,63230.76205
126389,127926.5319
126390,144675.0298
126391,101374.5438
126392,172822.4659
126393,112169.882
126394,-11135.74315
126395,130816.1767
126396,107933.1697
126397,47096.44124
126398,61992.35644
126399,158947.303
126400,39588.35459
126401,100054.9329
126402,102194.2971
126403,101398.6183
126404,70005.66927
126405,76278.41938
126406,95369.48201
126407,171887.6721
126408,128564.8701
126409,98305.70708
126410,-451.4407518
126411,157639.6248
126412,109106.4962
126413,103278.8325
126414,118563.7059
126415,161933.6009
126416,165513.6406
126417,136454.5487
126418,183285.1143
126419,110412.2193
126420,115466.9787
126421,55590.83144
126422,134579.9056
126423,114392.5378
126424,92503.61881
126425,90447.37235
126426,94305.07326
126427,118531.8801
126428,85935.30934
126429,149296.6912
126430,102007.3998
126431,128991.4839
126432,112270.1415
126433,119737.3739
126434,90092.3838
126435,124517.0818
126436,36634.92216
126437,104909.9503
126438,119998.894
126439,100167.0452
126440,115894.3795
126441,83250.33474
126442,106048.1378
126443,81065.20824
126444,90451.92913
126445,39287.82871
126446,120156.5992
126447,106896.1035
126448,150806.8472
126449,201636.9928
126450,45482.77932
126451,136461.2185
126452,82195.63644
126453,49467.17171
126454,64573.64509
126455,93397.85598
126456,137082.6893
126457,81283.95851
126458,152420.5742
126459,137501.5485
126460,55391.35142
126461,123098.6278
126462,27008.85837
126463,47354.00435
126464,99569.80982
126465,43247.93234
126466,98636.76779
126467,73399.55007
126468,142869.6847
126469,109074.0811
126470,195858.7962
126471,100061.7069
126472,148326.4788
126473,138995.923
126474,84081.25408
126475,75093.97013
126476,140425.3536
126477,168297.3551
126478,119935.7849
126479,125493.1809
126480,51774.81816
126481,111434.9916
126482,115285.4828
126483,92063.46074
126484,112991.0731
126485,70662.54287
126486,107610.4119
126487,102605.6345
126488,116275.1616
126489,115495.5991
126490,142044.7942
126491,162758.6481
126492,100775.513
126493,164834.35
126494,112440.1519
126495,53112.26348
126496,117949.672
126497,77266.49824
126498,62830.0523
126499,106993.5275
126500,188351.443
126501,38689.12841
126502,64788.20512
126503,88164.2809
126504,135109.7107
126505,126431.5661
126506,139622.4618
126507,158215.234
126508,126529.2584
126509,75079.17189
126510,85122.1803
126511,76440.08096
126512,224224.3959
126513,129857.3016
126514,115724.5283
126515,49033.70614
126516,136512.231
126517,64813.47177
126518,134768.5884
126519,99363.06676
126520,119188.3193
126521,74960.88913
126522,129324.2051
126523,68139.07257
126524,51089.43666
126525,129857.4305
126526,88374.62247
126527,181648.9784
126528,133335.4245
126529,65752.38103
126530,114428.003
126531,108186.6022
126532,195965.7354
126533,62704.07
126534,148238.1773
126535,93204.76719
126536,141345.862
126537,60963.5275
126538,141157.1773
126539,69349.87496
126540,92428.40614
126541,119894.2455
126542,45243.76033
126543,197560.5808
126544,111464.1931
126545,164017.8982
126546,22906.45897
126547,96733.34831
126548,98759.25068
126549,60928.59533
126550,145742.9963
126551,89260.16842
126552,221078.081
126553,132207.7566
126554,90230.32308
126555,67898.62129
126556,181588.9233
126557,70786.33239
126558,32357.60619
126559,57601.97782
126560,88999.17052
126561,75153.49198
126562,153077.2728
126563,92687.01918
126564,102630.8486
126565,148568.937
126566,149344.6882
126567,89980.71863
126568,148799.4647
126569,77733.17284
126570,83121.22181
126571,229236.8465
126572,218974.9618
126573,190104.0808
126574,76387.89242
126575,162170.2097
126576,119425.1351
126577,155904.8359
126578,81892.32941
126579,168878.0578
126580,77441.04922
126581,111036.9188
126582,123383.0091
126583,63876.69796
126584,78152.60145
126585,89261.03066
126586,77889.79597
126587,100715.566
126588,91254.96876
126589,205276.8219
126590,140640.9643
126591,98071.20453
126592,95596.4373
126593,176613.3722
126594,140993.2905
126595,87325.13946
126596,153562.9479
126597,124412.0918
126598,71606.97594
126599,114535.2708
126600,59282.82338
126601,70500.78749
126602,66430.53715
126603,82309.81896
126604,98826.16688
126605,67519.09879
126606,150023.8969
126607,109746.5853
126608,133199.7005
126609,92591.53796
126610,152733.0227
126611,77390.87363
126612,174466.3977
126613,64988.10165
126614,122424.9474
126615,112238.4114
126616,69351.97684
126617,70246.46362
126618,21648.504
126619,150062.8796
126620,168437.5388
126621,56715.99393
126622,138915.5031
126623,53139.91622
126624,161650.4281
126625,105365.0838
126626,122827.0441
126627,29300.94124
126628,91796.47714
126629,119266.284
126630,82781.58154
126631,150364.0935
126632,125308.0441
126633,148872.685
126634,109534.9299
126635,74422.94251
126636,102893.4073
126637,124108.7234
126638,60247.91256
126639,165657.0056
126640,76645.19375
126641,138353.2434
126642,146958.9049
126643,86352.70622
126644,123772.8064
126645,62812.0335
126646,35960.06105
126647,180540.9898
126648,145161.6612
126649,109786.1946
126650,59856.38325
126651,-27509.32774
126652,54451.7346
126653,48820.48592
126654,103612.9106
126655,120279.3955
126656,196857.648
126657,89145.98398
126658,117987.2575
126659,88485.94726
126660,132578.5699
126661,44800.99471
126662,126312.9287
126663,72113.57686
126664,120842.7614
126665,68920.45357
126666,63616.65574
126667,111830.0479
126668,57044.13465
126669,196011.0085
126670,152790.3916
126671,131997.4041
126672,109749.5235
126673,85269.86542
126674,68560.05751
126675,37515.57736
126676,114869.1688
126677,183037.3544
126678,77114.21653
126679,79296.28292
126680,87792.53142
126681,119873.4381
126682,147882.2835
126683,82631.09043
126684,102488.6304
126685,101987.4753
126686,27366.12033
126687,135636.5709
126688,106935.7078
126689,46726.64118
126690,102927.3277
126691,91106.00722
126692,88955.62989
126693,173664.7006
126694,76686.56905
126695,86644.36285
126696,73135.00365
126697,85717.44962
126698,147103.7318
126699,105863.9067
126700,158135.9518
126701,31484.98074
126702,162176.2365
126703,47247.70423
126704,58618.44591
126705,186775.9075
126706,136484.4432
126707,60702.28826
126708,114445.0151
126709,159802.8885
126710,123070.3086
126711,124725.4385
126712,121153.7573
126713,75453.91981
126714,23339.57095
126715,142677.6717
126716,160596.4793
126717,151142.0301
126718,115701.258
126719,113862.8198
126720,107124.0775
126721,103946.8017
126722,54354.40625
126723,159830.1776
126724,105395.6955
126725,156073.989
126726,123137.3832
126727,129684.4933
126728,139217.8002
126729,89636.33154
126730,174766.7848
126731,157019.7341
126732,7173.250577
126733,92105.22331
126734,92306.44098
126735,111187.1536
126736,125008.1565
126737,77431.04602
126738,83027.94868
126739,82499.81793
126740,118779.5427
126741,135923.9481
126742,143586.0224
126743,120129.7489
126744,79964.72116
126745,173602.288
126746,42804.16185
126747,104668.5822
126748,124502.6366
126749,139180.1936
126750,65494.97227
126751,126615.6265
126752,131736.2521
126753,79943.74753
126754,60677.03326
126755,79463.10867
126756,170251.744
126757,105162.7589
126758,212356.3128
126759,107729.0845
126760,129124.7601
126761,55454.13757
126762,43529.56593
126763,139175.9584
126764,51185.90663
126765,162214.6214
126766,74296.62601
126767,38990.84004
126768,102676.9325
126769,147338.9745
126770,133640.1891
126771,138336.3545
126772,102814.9892
126773,121332.6224
126774,101560.2263
126775,125909.4983
126776,62918.94307
126777,174100.2853
126778,124249.0174
126779,160194.6817
126780,73292.03399
126781,108376.4016
126782,149219.3462
126783,64260.7402
126784,133494.6286
126785,78961.50684
126786,85264.73598
126787,166164.5855
126788,91558.0785
126789,143607.0538
126790,132422.4053
126791,79250.58986
126792,73418.99769
126793,163019.8703
126794,139815.6086
126795,64400.31098
126796,129341.7348
126797,141796.8265
126798,39558.20401
126799,123029.9348
126800,155461.6467
126801,127365.4979
126802,103795.8541
126803,208458.2055
126804,467.5129557
126805,102154.4949
126806,91387.55437
126807,43504.7707
126808,48293.2906
126809,73346.28526
126810,87637.63412
126811,145397.9754
126812,104988.8228
126813,114660.3712
126814,132751.9732
126815,68154.29579
126816,90223.96829
126817,146684.6475
126818,80386.15573
126819,100463.1711
126820,64819.80133
126821,87527.9658
126822,105360.6359
126823,143681.2022
126824,135001.117
126825,224359.9418
126826,207734.5669
126827,131959.7971
126828,120590.2878
126829,48114.81224
126830,128300.7968
126831,88985.06595
126832,141481.6546
126833,99811.17174
126834,119890.5579
126835,130655.0566
126836,18703.46513
126837,106109.9611
126838,125566.9674
126839,61700.85035
126840,99449.67247
126841,126512.4656
126842,53873.46539
126843,172828.8207
126844,93713.61407
126845,-4715.830982
126846,74766.53446
126847,133674.8885
